,,,,,,QUALITY,,,,,RESPONSE VARIABLEN,,Klimaangaben [mm],,,,,,Höhenangaben [m],,,,,Hangneigungsklassen [%],,,,,,,,,,,,,,Abflussakkumulation [no. raster cells],,,,,,,Speichervermoegen [%],,,,,,,Durchlaessigkeit [%],,,,,,Vernaessung [%],,,,,Gruendigkeit [%],,,,,,Bodennutzung [%],,,,,,,,,,,Bodenbedeckung [%],,,,,,,,,Geologie / tektonische Einheiten [%],,,,,,,,,,,,,,,,,,,,,,Geologie / Lithologie [%],,,,,,,,,,,,,,,,,Geologie / Chronostratigraphie [%],,,,,,,,,,,,Maechtigkeit Lockermaterial,,,,Geology CH 1:25000,,,,,,Quaternary Deposits  CH 1:25000,,,,,,,,
194,582,Jona,Rüti,ZUERICH,"57,4",2,2,,,"1,1197","1,0087",10633,"1484,50","860,35","653,88","732,49","471,07","274,43",448,1293,676,"2,2599",845,"11,66",0,0,1,0,"57,5300","22,2525","11,5838","6,3375","1,8544","0,3469","0,0831","0,0114","0,0004","1,0460",112195,1798,698,6981,6268,"1,9536","0,0000","0,0000","0,0000","33,8856","55,3315","0,0000","68,7000","0,0000","46,1046","43,1124","0,0000","0,0000","44,3093","30,4138","18,5983","31,2680","8,9369","49,2905","0,0000","0,0000","54,7365","34,4806","0,0000","60,4264","0,5162","14,2788","0,0000","60,0923","0,0000","25,1127","0,0000","0,0000","0,0000","0,0000","0,0000",26,145,0,28,0,184,1704,23185,0,0,0,16040,0,0,0,0,0,0,0,44260,0,0,0,0,0,0,0,0,0,0,0,"0,8025","0,2041","40,2728","0,0525","1,2161","0,0000","0,2272","0,0000","0,0000","0,0000","0,0000","0,8644","0,0000","0,0000","31,8543","0,0000","0,0000","48,7927","0,0000","32,0935","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","63,29","4,61","4,68","10,64","9,70","6,96","0,12","0,0","99,2","0,8","0,0","0,0","0,0","20,7","0,6","1,3","2,0","9,1","3,4","3,4","0,9","0,1"
195,533,Glatt,Dübendorf,ZUERICH,"188,3",2,1,,,"0,8102","0,7114",18175,"1280,40","730,91","571,81","766,89","493,14","287,02",432,1080,543,"1,1777",648,"6,11",0,0,0,1,"80,8129","13,3298","3,9955","1,4392","0,3703","0,0471","0,0051","0,0001","0,0000","1,0152",51264,3248,1299,13096,6775,"0,2722","0,0000","0,0000","0,0000","37,1035","37,5018","2,0668","58,0540","0,0000","13,9275","44,5627","9,7621","8,4198","48,5381","39,3081","2,4222","22,3803","12,5615","40,3849","0,0000","0,0000","31,7426","44,9295","0,0000","54,9892","1,7928","19,5208","0,6690","50,9918","1,7228","17,1037","0,0000","0,0000","2,2897","0,0000","5,9094",1,107,7,211,0,6157,3047,18954,1,0,0,391,0,0,0,0,0,0,0,35719,0,0,0,0,0,0,0,0,0,0,0,"0,1396","0,0667","54,5222","5,2751","0,2162","0,0000","0,0000","0,0000","0,0000","0,0000","0,0007","0,0000","0,0000","0,0000","3,9118","0,0000","0,0000","66,3260","0,0000","7,3027","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","33,14","2,53","2,59","6,43","8,68","17,69","28,94","0,0","100,0","0,0","0,0","0,0","0,0","64,0","1,2","0,6","4,3","48,5","5,2","3,9","0,1","0,1"
196,540,Jona,"Pilgersteg, Dürnten",ZUERICH,"24,5",2,2,,,"0,7164","0,6136",9625,"1612,14","926,43","719,25","693,12","465,93","238,72",554,1293,818,"3,1736",738,"16,41",0,0,1,0,"36,2733","30,8033","18,6663","10,5497","3,0707","0,5157","0,1080","0,0128","0,0001","1,0715",115006,1140,450,4492,6020,"4,6976","0,0000","0,0000","0,0000","51,2889","48,7111","0,0000","74,7852","0,0000","69,9565","30,0435","0,0000","0,0000","46,0087","16,9904","34,2986","43,3593","5,3518","59,2681","0,0000","0,0000","86,9469","13,0531","0,0000","62,6106","0,0000","8,2473","0,0000","63,0059","0,0000","28,7468","0,0000","0,0000","0,0000","0,0000","0,0000",55,101,0,31,0,104,539,26800,0,0,0,23023,0,0,0,0,0,0,0,23023,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","52,7195","0,0000","0,5602","0,0000","0,0876","0,0000","0,0000","0,0000","0,0000","0,5602","0,0000","0,0000","45,9583","0,0000","0,0000","53,8321","0,0000","46,0536","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","59,67","4,26","4,81","11,66","10,89","8,52","0,19","0,0","100,0","0,0","0,0","0,0","0,0","9,4","0,7","0,0","2,4","0,0","0,3","3,8","2,2","0,0"
197,527,Aabach,Mönchaltorf,ZUERICH,"47,4",2,1,,,"0,3918","0,3375",8392,"1325,71","764,83","580,89","761,91","489,83","285,29",438,853,527,"1,1692",415,"6,08",1,0,0,0,"82,4349","12,6008","3,5649","1,1097","0,2561","0,0302","0,0034","0,0001","0,0000","1,0134",54201,1167,446,4468,6773,"1,1444","0,0000","0,0000","0,0000","40,1134","26,9353","4,4430","53,6313","0,0000","16,0065","36,6158","18,8694","0,0000","43,4676","34,1665","4,4430","16,8758","16,0065","39,4264","0,0000","0,0000","40,1134","31,3782","0,0000","49,1707","0,0000","14,3824","0,0000","69,3584","0,0000","16,2592","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,29,32,0,68,695,17352,5,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,"0,4325","0,0711","19,5202","6,2555","0,4179","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","43,5005","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","64,37","4,29","3,45","7,51","8,32","6,47","5,59","0,0","100,0","0,0","0,0","0,0","0,0","42,3","0,0","1,5","1,0","25,8","12,1","1,8","0,1","0,1"
198,554,Aabach,Niederuster,ZUERICH,"59,0",2,1,,,"0,7054","0,7695",9402,"1362,45","780,33","607,94","750,17","482,57","280,75",442,1080,627,"1,4932",638,"7,74",0,0,0,1,"72,8340","17,2765","6,3221","2,7033","0,7554","0,0967","0,0119","0,0001","0,0000","1,0235",57554,2873,1104,11151,6558,"0,9751","0,0000","0,0000","0,0000","32,5639","41,2517","0,0000","56,0857","0,0000","16,6044","47,9437","4,5979","4,6696","43,7560","31,5364","1,1338","28,8992","12,2463","42,3717","0,0000","0,0000","32,8370","40,9786","0,0000","52,4851","3,3204","20,7771","0,4912","43,5738","2,3003","19,4545","0,0000","0,0000","4,9672","0,0000","5,1156",3,210,0,169,0,5426,5944,20623,0,0,0,1247,0,0,0,0,0,0,0,27816,0,0,0,0,0,0,0,0,0,0,0,"0,0277","0,0290","60,9961","4,7566","0,1818","0,0000","0,0000","0,0000","0,0000","0,0000","0,0022","0,0000","0,0000","0,0000","7,2500","0,0000","0,0000","68,8729","0,0000","12,0070","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
199,545,Altbach,Bassersdorf,ZUERICH,"13,4",2,2,,,"0,3111","0,2617",16180,"1203,93","673,66","559,25","793,41","510,62","296,42",464,631,551,"0,9891",167,"5,32",0,0,1,0,"87,1125","9,5964","2,5546","0,6223","0,1082","0,0061","0,0000","0,0000","0,0000","1,0096",39386,790,239,2395,6949,"2,9346","0,0000","0,0000","0,0000","18,8850","23,1373","55,5122","87,3833","0,0000","0,0000","79,4065","18,1280","0,0000","62,1463","21,2664","55,5122","20,7560","0,0000","48,6397","0,0000","0,0000","18,8850","78,6495","0,0000","74,2506","0,0000","15,6106","0,0000","59,5348","0,0000","24,8545","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,0,0,0,35,74,26123,0,0,0,0,0,0,0,0,0,0,0,2106,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","98,1997","0,7992","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,9744","0,0000","0,0000","97,8718","0,0000","2,1012","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","7,21","3,61","3,76","13,79","24,31","45,31","2,01","0,0","100,0","0,0","0,0","0,0","0,0","97,9","1,7","0,0","19,4","76,2","0,5","0,0","0,0","0,0"
200,526,Wildbach,Wetzikon,ZUERICH,"20,6",2,1,,,"0,4463","0,3734",8420,"1383,79","798,93","611,31","743,73","478,12","278,68",526,1079,637,"1,5104",553,"7,85",0,0,0,1,"72,0327","18,7611","6,4071","2,1466","0,5704","0,0737","0,0082","0,0002","0,0000","1,0220",58691,1126,626,6275,6557,"2,8504","0,0000","0,0000","0,0000","28,7575","51,7688","0,0000","62,3123","0,0000","21,3702","59,1560","0,0000","0,0000","44,0417","29,3563","0,6474","33,3897","17,1329","49,8379","0,0000","0,0000","32,3475","48,1788","0,0000","57,9515","5,3580","17,7646","0,0000","51,7438","0,0000","25,1336","0,0000","0,0000","0,0000","0,0000","0,0000",0,7,0,0,0,92,3343,22643,0,0,0,2736,0,0,0,0,0,0,0,48160,0,0,0,0,0,0,0,0,0,0,0,"0,0777","0,0831","41,6869","2,6069","0,4107","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","8,0794","0,0000","0,0000","58,0339","0,0000","10,6951","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","49,48","4,28","5,33","10,99","11,09","14,42","4,41","0,0","100,0","0,0","0,0","0,0","0,0","43,4","0,1","0,0","1,4","23,4","13,2","5,0","0,2","0,1"
201,568,Chämtnerbach,Wetzikon,ZUERICH,"13,3",2,2,,,"0,4381","0,3223",10105,"1478,05","838,26","669,61","720,22","463,95","269,15",558,1080,762,"2,4438",522,"12,81",0,0,0,1,"50,3831","28,3688","12,9120","6,3592","1,7471","0,2070","0,0226","0,0002","0,0000","1,0469",62509,1035,369,3731,6185,"4,6933","0,0000","0,0000","0,0000","34,9773","64,8246","0,0000","77,3386","0,0000","21,8799","77,9219","0,0000","0,0000","55,5051","27,6457","4,0220","59,0130","9,1211","62,3033","0,0000","0,0000","49,5256","50,2762","0,0000","69,9363","0,0000","12,0568","2,1769","53,6027","1,0607","31,1029","0,0000","0,0000","0,0000","0,0000","0,0000",14,186,0,455,0,341,1997,30249,0,0,0,1295,0,0,0,0,0,0,0,31471,0,0,0,0,0,0,0,0,0,0,0,"0,0025","0,0000","67,0533","8,3743","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","10,9644","0,0000","0,0000","67,1936","0,0000","19,3150","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","38,58","3,07","3,51","9,24","12,88","21,96","10,75","0,0","100,0","0,0","0,0","0,0","0,0","65,8","1,6","0,0","1,9","54,2","1,4","5,5","1,1","0,1"
202,581,Kempt,Winterthur,ZUERICH,"60,5",2,1,,,"0,5101","0,4528",14328,"1269,21","711,49","584,01","769,08","494,94","287,47",443,929,588,"1,2752",487,"6,78",0,0,0,1,"79,0519","14,9605","4,0714","1,5099","0,3686","0,0344","0,0033","0,0001","0,0000","1,0161",41176,2558,1031,10246,6815,"0,6805","0,0000","0,0000","0,0000","34,0955","49,6209","12,6949","76,7760","0,0000","8,1416","70,2622","4,3509","13,6566","62,5513","38,8398","12,6949","36,7350","8,1416","51,7503","0,0000","0,0000","24,6126","71,7987","0,0000","72,2065","1,3947","15,4434","0,0000","50,9117","1,0335","31,2042","0,0000","0,0000","0,0126","0,0000","0,0000",0,87,0,75,0,196,813,30440,0,0,0,0,0,0,0,0,0,0,0,14116,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","86,1910","6,5848","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","6,5848","0,0000","0,0000","85,7027","0,0000","14,1176","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
203,517,Kempt,Illnau,ZUERICH,"38,1",2,2,,,"0,4569","0,3968",14551,"1300,47","732,40","593,81","762,17","490,49","284,93",500,929,606,"1,1396",429,"6,08",0,0,0,1,"81,6167","14,6283","2,8088","0,7809","0,1468","0,0167","0,0018","0,0000","0,0000","1,0121",44878,1590,640,6351,6900,"1,1775","0,0000","0,0000","0,0000","32,7260","61,4417","2,4798","75,4986","0,0000","12,8956","60,9474","1,1233","21,6812","64,3065","40,2580","2,4798","41,0142","12,8956","54,9606","0,0000","0,0000","17,6411","79,0065","0,0000","73,7898","1,4009","15,2726","0,0000","56,3239","1,6407","25,3420","0,0000","0,0000","0,0199","0,0000","0,0000",0,20,0,40,0,257,1202,26047,0,0,0,0,0,0,0,0,0,0,0,12441,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","86,6862","6,2204","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","6,2204","0,0000","0,0000","87,3179","0,0000","12,4420","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
204,580,Kempt,Fehraltorf,ZUERICH,"24,9",2,2,,,"0,3345","0,2993",13895,"1333,08","752,17","607,10","758,09","487,99","283,32",518,929,629,"1,2078",411,"6,44",0,0,0,1,"79,4161","16,2083","3,2104","0,9405","0,1977","0,0243","0,0027","0,0000","0,0000","1,0136",46919,1379,554,5489,6833,"1,8818","0,0000","0,0000","0,0000","31,0151","60,1591","3,7024","74,5117","0,0000","13,7482","58,1024","0,0000","23,0260","63,3867","31,4242","3,7024","46,0018","13,7482","57,9568","0,0000","0,0000","16,1631","78,7135","0,0000","72,6687","1,3286","18,4267","0,0000","53,0628","1,7216","25,4298","0,0000","0,0000","0,0305","0,0000","0,0000",0,16,0,52,0,229,1194,25274,0,0,0,0,0,0,0,0,0,0,0,15354,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","83,4708","7,6772","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","7,6772","0,0000","0,0000","84,4334","0,0000","15,3599","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","18,91","1,86","2,05","7,12","13,57","36,16","20,33","0,0","100,0","0,0","0,0","0,0","0,0","84,4","1,2","0,0","14,1","68,2","0,0","0,9","0,0","0,0"
205,3505,Wildbach,Oberdorf,SOLOTHURN,"3,7",3,2,,,"1,7729","1,4961",23319,"1518,40","762,66","799,08","737,42","478,52","271,85",554,1327,940,"5,3232",773,"25,16",0,0,1,0,"18,5682","20,7118","22,1230","24,3465","9,8434","2,4929","1,2170","0,6190","0,0782","1,1813",111043,487,196,1967,5597,,"0,0000","26,4336","34,7321","30,7077","8,1266","0,0000","53,4212","0,0000","0,0000","13,9900","59,5764","26,4336","82,4887","100,0000","0,0000","0,0000","0,0000","25,0000","26,4336","51,4497","13,9900","8,1266","0,0000","40,7619","0,0000","8,4640","0,0000","11,6558","0,0000","79,8803","0,0000","0,0000","0,0000","0,0000","0,0000",1425,0,0,72,0,0,0,69535,0,0,0,684,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,"0,0211","0,0000","55,2453","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","55,3561","0,0000","0,6870","43,9238","0,0000","0,0000","0,0000","0,0000","0,0000","67,26","3,50","2,55","5,23","3,34","15,58","2,54","62,1","0,0","0,0","37,9","0,0","0,0","55,3","0,1","0,0","4,6","19,7","0,0","30,9","0,0","0,0"
206,,Oesch,Kriegstetten,SOLOTHURN,"72,3",2,1,,,"0,8861","0,8531",28418,"1102,64","613,21","517,46","812,66","528,03","298,73",446,840,528,"1,2752",394,"6,70",1,0,0,0,"79,6997","12,6135","4,9924","2,1162","0,5114","0,0625","0,0042","0,0001","0,0000","1,0182",115141,2416,1008,10083,6903,"1,5919","0,0000","0,0000","0,0000","21,0260","78,2254","0,0000","79,2051","4,1431","1,6635","32,9396","51,9727","8,5325","71,3684","71,6511","5,9697","19,9671","1,6635","37,5364","0,0000","0,0000","32,4505","66,6198","0,1811","72,9472","0,0000","8,8603","0,0000","58,7493","0,0000","32,3904","0,0000","0,0000","0,0000","0,0000","0,0000",5,0,0,71,0,312,24,32022,0,0,0,8864,5305,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,3509","46,2636","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","86,0875","0,0000","14,2393","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","16,13","1,38","2,06","5,97","9,43","30,46","34,56","0,0","0,0","10,4","89,6","0,0","0,0","86,0","2,0","0,0","14,2","67,1","0,3","1,9","0,2","0,3"
208,3507,Limpach,Kyburg,SOLOTHURN,"73,3",3,2,,,"0,1924","0,1711",19302,"1081,69","586,32","521,63","810,24","525,94","298,32",461,672,517,"0,9817",211,"5,20",1,0,0,0,"87,5768","8,2351","2,7520","1,1648","0,2540","0,0157","0,0016","0,0000","0,0000","1,0110",123720,2264,897,8977,7085,"1,6870","0,0000","0,0000","0,0000","12,4639","87,5361","0,0000","81,2560","7,8729","7,0831","9,4507","74,1134","1,4799","70,8489","83,5106","1,5333","7,8729","7,0831","34,6321","0,0000","0,0000","24,4067","75,5933","0,0000","75,1187","0,0000","3,0809","0,0000","65,0679","0,0000","31,8512","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,2,0,0,59,142,30828,16,0,0,20252,1365,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,2693","0,0524","74,0930","6,6439","0,0295","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","78,9896","0,0000","21,6460","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","24,64","2,80","3,93","14,15","16,86","27,37","10,25","0,0","0,0","3,1","96,9","0,0","0,0","78,7","0,3","5,0","8,2","54,6","3,0","6,9","0,5","0,1"
209,2501,Augstbach,Balsthal,SOLOTHURN,"62,7",3,2,,,"0,4102","0,3393",11589,"1221,32","651,17","609,41","739,95","480,13","273,13",485,1239,809,"3,9262",754,"19,90",0,0,1,0,"22,3414","32,9745","23,9758","15,8528","3,6180","0,7685","0,3185","0,1333","0,0173","1,1004",94226,1814,701,7019,5850,"1,5036","0,0000","3,0995","45,7972","48,2552","1,6657","0,0000","57,4899","0,0000","16,7985","3,5220","75,3975","3,0995","72,2501","90,9956","0,0000","6,1562","1,6657","29,0317","3,0995","62,4065","33,3115","0,0000","0,0000","45,5694","0,0000","3,9407","0,0000","48,7039","0,0000","47,3553","0,0000","0,0000","0,0000","0,0000","0,0000",562,47,39,66,0,6,6,41746,29,0,0,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,0121","0,0019","22,5487","0,0000","10,3726","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","38,8129","20,6779","9,9763","32,3542","0,0000","1,1647","0,0000","0,0000","0,0000",,,,,,,,"100,0","0,0","0,0","0,0","0,0","0,0","50,1","0,0","0,5","4,3","2,0","0,0","39,2","4,0","0,0"
210,2503,Dünnern,Laupersdorf,SOLOTHURN,"67,6",3,2,,,"0,3824","0,3513",16796,"1409,62","716,16","733,80","741,53","481,46","273,22",482,1395,831,"3,7885",914,"19,18",1,0,0,0,"26,3447","28,7712","26,1694","14,5587","2,9243","0,7803","0,3171","0,1208","0,0136","1,0949",95016,1926,760,7604,6203,"1,4048","0,0000","8,2043","44,2005","39,4743","8,1210","0,0000","57,9187","0,0000","8,1210","0,1103","83,5644","8,2043","78,3704","82,6789","8,1210","9,2001","0,0000","31,6303","8,2043","56,2694","27,4053","8,1210","0,0000","47,0886","0,0000","3,6259","0,0000","40,8032","0,0000","55,5710","0,0000","0,0000","0,0000","0,0000","0,0000",416,0,213,122,0,3,7,53431,716,0,0,18781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","31,2759","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","31,5072","2,6628","18,7808","47,0528","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"98,8","0,0","0,0","1,2","0,0","0,0","31,5","0,0","0,0","5,9","1,5","0,0","23,8","0,2","0,0"
211,2502,Dünnern,Balsthal,SOLOTHURN,"141,0",3,2,,,"0,4519","0,4064",15932,"1307,32","679,42","667,40","743,97","482,87","274,39",473,1395,806,"3,7944",923,"19,22",1,0,0,0,"25,5899","30,2790","25,1046","14,7068","3,1176","0,7427","0,3115","0,1299","0,0180","1,0957",93981,2354,894,8943,6058,"0,6667","0,0000","6,1573","44,4187","42,6071","5,6266","0,0000","57,3554","0,0000","12,4740","2,6753","77,5031","6,1573","74,7545","85,5278","4,8862","7,6552","0,7404","30,3069","6,1573","57,9313","29,8349","4,8862","0,0000","46,2139","0,1253","4,8395","0,0000","43,6056","0,0000","51,4296","0,0000","0,0000","0,0000","0,0000","0,0000",476,21,120,97,0,4,6,47813,356,0,0,12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,5387","0,0009","28,8487","0,0000","4,5821","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","36,1651","10,5077","14,7329","39,4054","0,0000","0,5178","0,0000","0,0000","0,0000",,,,,,,,"99,4","0,0","0,0","0,6","0,0","0,0","41,2","0,0","0,2","6,1","1,8","0,0","31,1","1,9","0,0"
214,4501,Dorfbach,Trimbach,SOLOTHURN,"9,4",3,2,,,"0,5414","0,4804",13657,"1137,30","610,72","566,30","721,86","467,48","267,78",417,973,680,"4,1087",556,"20,31",0,0,1,0,"20,3981","34,9169","23,8650","14,6613","4,3091","1,0591","0,5531","0,2134","0,0242","1,1089",65186,734,297,2945,5786,,"0,0000","0,0000","47,7354","49,1710","0,0000","0,0000","56,6483","0,0000","22,3155","25,9275","48,6633","0,0000","63,4134","75,7678","0,0000","21,1385","0,0000","34,7958","0,0000","48,6633","48,2430","0,0000","0,0000","48,4111","0,0000","4,1389","0,0000","51,8439","0,0000","44,0172","0,0000","0,0000","0,0000","0,0000","0,0000",405,0,0,545,0,53,0,45629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,9481","0,0000","25,3186","0,0000","12,9805","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","24,5044","0,0000","0,0000","72,2731","0,0000","3,2225","0,0000","0,0000","0,0000",,,,,,,,"100,0","0,0","0,0","0,0","0,0","0,0","58,2","0,5","7,2","5,7","0,0","0,0","40,8","4,1","0,0"
215,4503,Lostorferbach,Lostorf,SOLOTHURN,"6,1",3,1,,,"0,3577","0,3588",12596,"1146,59","619,44","565,38","728,86","472,41","270,08",430,935,669,"3,7051",504,"18,98",0,0,1,0,"22,5523","36,4640","23,1748","14,2015","2,7214","0,5841","0,2143","0,0869","0,0008","1,0882",56583,581,239,2374,5859,,"0,0000","0,0000","52,7315","47,2685","0,0000","0,0000","57,8781","0,0000","17,0942","25,3330","49,7599","7,8129","69,6583","85,9480","0,0000","14,0520","0,0000","32,0260","0,0000","52,9337","42,4272","4,6390","0,0000","50,3411","0,0000","9,1899","0,0000","18,8320","0,0000","71,9781","0,0000","0,0000","0,0000","0,0000","0,0000",375,0,0,0,0,15,0,64415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,3687","0,0000","18,6265","0,0000","11,3677","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","18,1999","0,0000","0,0000","78,4697","0,0000","3,3303","0,0000","0,0000","0,0000","64,55","3,18","3,05","6,63","8,40","12,57","1,61","100,0","0,0","0,0","0,0","0,0","0,0","41,8","0,1","0,0","10,3","0,4","0,0","29,6","1,4","0,0"
216,1502,Lüssel,Beinwil,SOLOTHURN,"14,0",3,2,,,"0,1345","0,0979",6667,"1240,55","672,10","607,58","722,66","468,62","267,10",591,1203,865,"4,9902",612,"24,68",1,0,0,0,"10,3512","27,6743","29,1979","23,3557","7,1314","1,5173","0,5811","0,1757","0,0155","1,1444",48778,816,323,3249,5464,"3,4892","0,0000","0,0000","69,7222","18,7601","11,5177","0,0000","56,9659","0,0000","26,1606","0,0000","73,8394","0,0000","69,5358","74,0519","0,0000","14,4304","11,5177","40,8535","0,0000","73,8394","26,1606","0,0000","0,0000","45,2321","0,0000","0,0000","0,0000","42,7287","0,0000","57,2713","0,0000","0,0000","0,0000","0,0000","0,0000",725,0,268,84,0,35,42,48224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1760","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","31,4834","68,4142","2,1041","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"100,0","0,0","0,0","0,0","0,0","0,0","30,1","0,0","0,0","2,0","0,1","0,0","16,9","11,1","0,0"
217,1505,Lüssel,Erschwil,SOLOTHURN,"33,3",3,1,,,"0,4749","0,4192",10735,"1223,66","659,55","601,39","729,18","472,59","269,82",450,1205,798,"4,9427",754,"24,47",1,0,0,0,"10,5916","27,9579","29,2610","23,3926","6,5538","1,4897","0,5745","0,1670","0,0118","1,1414",45369,1599,631,6320,5495,"1,3626","0,0000","4,5386","68,5796","19,9753","6,9066","0,0000","54,8750","0,0000","22,1678","0,0000","73,2936","4,5386","72,0406","87,0349","0,0000","6,0585","6,9066","33,2092","4,5386","73,2936","22,1678","0,0000","0,0000","43,5258","0,0000","0,5922","0,0000","37,3512","0,0000","62,0566","0,0000","0,0000","0,0000","0,0000","0,0000",731,0,137,42,0,18,18,53289,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2731","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","38,2461","62,6734","2,5281","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"100,0","0,0","0,0","0,0","0,0","0,0","36,3","0,0","0,9","2,4","0,5","0,0","25,9","6,7","0,0"
